Date_heure,T (�C),H (%),PR(%),P(watts),TDS (mg/l),PH,PGF (bars),VFE,
2024-01-13 00:56:00,4.34,58.80,27.17,160.8128448,193.11,7.72,1.115957124,0,
2024-01-13 00:58:00,4.32,58.85,27.16,160.8918586,193.26,7.72,1.115957148,0,
2024-01-13 01:00:00,4.20,59.34,27.10,160.9271883,193.97,7.73,1.115957194,0,
2024-01-13 01:02:00,4.05,59.94,27.03,160.9763538,194.85,7.73,1.115957191,0,
2024-01-13 01:04:00,3.90,60.54,26.95,161.0697529,195.76,7.69,1.115957144,0,
2024-01-13 01:06:00,3.75,61.14,26.88,161.1948237,196.71,7.63,1.115957126,0,
2024-01-13 01:08:00,3.60,61.74,26.80,161.3346478,197.68,7.58,1.115957163,0,
2024-01-13 01:10:00,3.45,62.34,26.73,161.4651696,198.63,7.57,1.1159572,0,
2024-01-13 01:12:00,3.30,62.94,26.65,161.5313282,199.53,7.56,1.115957179,0,
2024-01-13 01:14:00,3.15,63.54,26.58,161.5712672,200.39,7.56,1.115957133,0,
2024-01-13 01:16:00,3.00,64.14,26.50,161.6568158,201.30,7.55,1.115957133,0,
2024-01-13 01:18:00,2.85,64.74,26.43,161.78422,202.25,7.55,1.115957178,0,
2024-01-13 01:20:00,2.70,65.34,26.35,161.9315638,203.23,7.54,1.115957199,0,
2024-01-13 01:22:00,2.55,65.94,26.28,162.0848799,204.20,7.53,1.115957164,0,
2024-01-13 01:24:00,2.40,66.54,26.20,162.2214221,205.17,7.53,1.115957127,0,
2024-01-13 01:26:00,2.25,67.14,26.13,162.3047913,206.07,7.53,1.115957144,0,
2024-01-13 01:28:00,2.10,67.74,26.05,162.2722295,206.87,7.54,1.11595719,0,
2024-01-13 01:30:00,1.95,68.34,25.98,162.2500296,207.67,7.54,1.115957193,0,
2024-01-13 01:32:00,1.80,68.94,25.90,162.2155204,208.46,7.51,1.11595715,0,
2024-01-13 01:34:00,1.65,69.54,25.83,162.2507238,209.32,7.50,1.115957126,0,
2024-01-13 01:36:00,1.50,70.14,25.75,162.3160074,210.21,7.49,1.115957159,0,
2024-01-13 01:38:00,1.35,70.74,25.68,162.3823157,211.10,7.50,1.115957197,0,
2024-01-13 01:40:00,1.20,71.34,25.60,162.4222344,211.97,7.51,1.115957182,0,
2024-01-13 01:42:00,1.05,71.94,25.53,162.4208076,212.79,7.63,1.115957137,0,
2024-01-13 01:44:00,0.90,72.54,25.45,162.5430522,213.74,7.76,1.115957131,0,
2024-01-13 01:46:00,0.75,73.14,25.38,162.6699666,214.69,7.90,1.115957173,0,
2024-01-13 01:48:00,0.60,73.74,25.30,162.7747804,215.62,7.45,1.115957199,0,
2024-01-13 01:50:00,0.45,74.34,25.23,162.8449612,216.51,7.45,1.115957169,0,
2024-01-13 01:52:00,0.30,74.94,25.15,162.9290684,217.42,7.45,1.11595713,0,
2024-01-13 01:54:00,0.15,75.54,25.08,163.0231289,218.34,7.45,1.115957141,0,
2024-01-13 01:56:00,0.00,76.14,25.00,163.1407861,219.29,7.45,1.115957185,0,
2024-01-13 01:58:00,-0.15,76.74,24.93,163.2671095,220.24,7.45,1.115957194,0,
2024-01-13 02:00:00,7.30,46.94,28.65,160.2128078,176.21,7.45,1.115957154,0,
2024-01-13 02:02:00,7.50,46.14,28.75,159.6395388,174.53,7.45,1.115957127,0,
2024-01-13 02:04:00,7.55,45.94,28.78,159.5338697,174.15,7.45,1.115957154,0,
2024-01-13 02:06:00,7.60,45.74,28.80,159.4748884,173.82,7.45,1.115957194,0,
2024-01-13 02:08:00,7.65,45.54,28.83,159.4368206,173.51,7.45,1.115957185,0,
2024-01-13 02:10:00,7.70,45.34,28.85,159.4571346,173.25,7.40,1.115957142,0,
2024-01-13 02:12:00,7.75,45.14,28.88,159.5794985,173.10,7.34,1.11595713,0,
2024-01-13 02:14:00,7.80,44.94,28.90,159.6776233,172.92,7.28,1.115957168,0,
2024-01-13 02:16:00,7.85,44.74,28.93,159.7145193,172.68,7.24,1.115957197,0,
2024-01-13 02:18:00,7.90,44.54,28.95,159.6920493,172.39,7.23,1.115957173,0,
2024-01-13 02:20:00,7.95,44.34,28.98,159.700359,172.12,7.22,1.115957133,0,
2024-01-13 02:22:00,8.00,44.14,29.00,159.7398388,171.88,7.22,1.115957139,0,
2024-01-13 02:24:00,8.05,43.94,29.03,159.8090299,171.68,7.21,1.115957181,0,
2024-01-13 02:26:00,8.10,43.74,29.05,159.8778511,171.47,7.19,1.115957195,0,
2024-01-13 02:28:00,8.15,43.54,29.08,159.9355781,171.25,7.19,1.115957159,0,
2024-01-13 02:30:00,8.20,43.34,29.10,159.9691349,171.01,7.18,1.115957129,0,
2024-01-13 02:32:00,8.25,43.14,29.13,159.9541742,170.72,7.19,1.11595715,0,
2024-01-13 02:34:00,8.30,42.94,29.15,159.8076606,170.30,7.20,1.11595719,0,
2024-01-13 02:36:00,8.35,42.74,29.18,159.6957964,169.92,7.20,1.115957188,0,
2024-01-13 02:38:00,8.40,42.54,29.20,159.6573133,169.60,7.17,1.115957146,0,
2024-01-13 02:40:00,8.45,42.34,29.23,159.6653603,169.33,7.51,1.11595713,0,
2024-01-13 02:42:00,8.50,42.14,29.25,159.6905851,169.08,7.60,1.115957164,0,
2024-01-13 02:44:00,8.55,41.94,29.28,159.6927814,168.81,7.61,1.115957195,0,
2024-01-13 02:46:00,8.60,41.74,29.30,159.6584268,168.50,7.62,1.115957176,0,
2024-01-13 02:48:00,8.65,41.54,29.33,159.6457794,168.22,7.47,1.115957137,0,
2024-01-13 02:50:00,8.70,41.34,29.35,159.6941223,167.99,7.36,1.115957137,0,
2024-01-13 02:52:00,8.75,41.14,29.38,159.6900714,167.71,7.35,1.115957176,0,
2024-01-13 02:54:00,8.80,40.94,29.40,159.7164135,167.46,7.34,1.115957195,0,
2024-01-13 02:56:00,8.85,40.74,29.43,159.7502335,167.22,7.34,1.115957164,0,
2024-01-13 02:58:00,8.90,40.54,29.45,159.7647745,166.96,7.35,1.115957131,0,
2024-01-13 03:00:00,8.95,40.34,29.48,159.7135453,166.63,7.34,1.115957147,0,
2024-01-13 03:02:00,8.95,40.35,29.47,159.591471,166.52,7.34,1.115957187,0,
2024-01-13 03:04:00,8.95,40.36,29.47,159.5143643,166.46,7.31,1.115957189,0,
2024-01-13 03:06:00,8.94,40.37,29.47,159.4862513,166.44,7.28,1.115957151,0,
2024-01-13 03:08:00,8.94,40.38,29.47,159.4835327,166.45,7.28,1.115957131,0,
2024-01-13 03:10:00,8.94,40.38,29.47,159.4892729,166.46,7.30,1.115957159,0,
2024-01-13 03:12:00,8.94,40.39,29.47,159.5019406,166.49,7.32,1.115957193,0,
2024-01-13 03:14:00,8.94,40.40,29.47,159.5078966,166.50,7.33,1.11595718,0,
2024-01-13 03:16:00,8.93,40.41,29.47,159.5670549,166.57,7.33,1.11595714,0,
2024-01-13 03:18:00,8.93,40.42,29.47,159.7051766,166.72,7.32,1.115957135,0,
2024-01-13 03:20:00,8.93,40.42,29.47,159.8122875,166.84,7.37,1.115957172,0,
2024-01-13 03:22:00,8.93,40.43,29.46,159.8700054,166.91,7.42,1.115957194,0,
2024-01-13 03:24:00,8.93,40.44,29.46,159.9151614,166.97,7.46,1.115957168,0,
2024-01-13 03:26:00,8.92,40.45,29.46,159.9610265,167.02,7.51,1.115957134,0,
2024-01-13 03:28:00,8.92,40.46,29.46,160.0128759,167.09,7.54,1.115957144,0,
2024-01-13 03:30:00,8.92,40.46,29.46,160.0786672,167.16,7.58,1.115957183,0,
2024-01-13 03:32:00,8.92,40.47,29.46,159.623407,166.72,7.64,1.11595719,0,
2024-01-13 03:34:00,8.92,40.48,29.46,159.4828848,166.59,7.70,1.115957155,0,
2024-01-13 03:36:00,8.91,40.49,29.46,159.4507862,166.57,7.76,1.115957132,0,
2024-01-13 03:38:00,8.91,40.50,29.46,159.43504,166.56,7.82,1.115957156,0,
2024-01-13 03:40:00,8.91,40.50,29.46,159.41345,166.55,7.84,1.11595719,0,
2024-01-13 03:42:00,8.91,40.51,29.45,159.4308609,166.58,7.86,1.115957182,0,
2024-01-13 03:44:00,8.91,40.52,29.45,159.5174633,166.68,7.85,1.115957144,0,
2024-01-13 03:46:00,8.90,40.53,29.45,159.6475125,166.82,7.84,1.115957134,0,
2024-01-13 03:48:00,8.90,40.54,29.45,159.7467345,166.93,7.70,1.115957168,0,
2024-01-13 03:50:00,8.90,40.54,29.45,159.7882838,166.98,7.62,1.115957193,0,
2024-01-13 03:52:00,8.90,40.55,29.45,159.8100133,167.02,7.47,1.115957171,0,
2024-01-13 03:54:00,8.90,40.56,29.45,159.8383923,167.05,7.37,1.115957136,0,
2024-01-13 03:56:00,8.89,40.57,29.45,159.8855035,167.11,7.36,1.115957142,0,
2024-01-13 03:58:00,8.89,40.58,29.45,159.8872473,167.13,7.35,1.115957179,0,
2024-01-13 04:00:00,8.89,40.58,29.45,159.9314724,167.18,7.35,1.115957191,0,
2024-01-13 04:02:00,8.89,40.59,29.44,159.9855966,167.25,7.36,1.115957159,0,
2024-01-13 04:04:00,8.89,40.60,29.44,160.0118751,167.28,7.37,1.115957133,0,
2024-01-13 04:06:00,8.88,40.61,29.44,159.9728772,167.26,7.38,1.115957152,0,
2024-01-13 04:08:00,8.88,40.62,29.44,159.8935643,167.19,7.39,1.115957187,0,
2024-01-13 04:10:00,8.88,40.62,29.44,159.8759178,167.18,7.40,1.115957184,0,
2024-01-13 04:12:00,8.88,40.63,29.44,159.9033862,167.22,7.42,1.115957148,0,
2024-01-13 04:14:00,8.88,40.64,29.44,159.9508103,167.28,7.43,1.115957134,0,
2024-01-13 04:16:00,8.87,40.65,29.44,159.9965773,167.33,7.46,1.115957164,0,
2024-01-13 04:18:00,8.87,40.66,29.44,160.0193615,167.37,7.48,1.115957191,0,
2024-01-13 04:20:00,8.87,40.66,29.44,160.0192996,167.38,7.53,1.115957175,0,
2024-01-13 04:22:00,8.87,40.67,29.43,160.0414198,167.41,7.56,1.11595714,0,
2024-01-13 04:24:00,8.87,40.68,29.43,160.0562571,167.44,7.62,1.11595714,0,
2024-01-13 04:26:00,8.86,40.69,29.43,160.0273209,167.42,7.66,1.115957175,0,
2024-01-13 04:28:00,8.86,40.70,29.43,160.0446183,167.45,7.65,1.115957191,0,
2024-01-13 04:30:00,8.86,40.70,29.43,160.0755431,167.49,7.66,1.115957163,0,
2024-01-13 04:32:00,8.86,40.71,29.43,160.0907782,167.52,7.65,1.115957135,0,
2024-01-13 04:34:00,8.86,40.72,29.43,160.0630884,167.50,7.65,1.115957149,0,
2024-01-13 04:36:00,8.85,40.73,29.43,160.0467509,167.49,7.68,1.115957184,0,
2024-01-13 04:38:00,8.85,40.74,29.43,160.0696904,167.53,7.71,1.115957186,0,
2024-01-13 04:40:00,8.85,40.74,29.43,160.1026876,167.57,7.75,1.115957152,0,
2024-01-13 04:42:00,8.85,40.75,29.42,160.1237806,167.60,7.77,1.115957135,0,
2024-01-13 04:44:00,8.85,40.76,29.42,160.1517595,167.64,7.77,1.11595716,0,
2024-01-13 04:46:00,8.84,40.77,29.42,160.1901693,167.69,7.76,1.115957189,0,
2024-01-13 04:48:00,8.84,40.78,29.42,160.2523736,167.77,7.60,1.115957177,0,
2024-01-13 04:50:00,8.84,40.78,29.42,160.359782,167.88,7.51,1.115957143,0,
2024-01-13 04:52:00,8.84,40.79,29.42,159.9316123,167.47,7.51,1.115957139,0,
2024-01-13 04:54:00,8.84,40.80,29.42,159.8064657,167.35,7.51,1.115957171,0,
2024-01-13 04:56:00,8.83,40.81,29.42,159.7969286,167.35,7.51,1.11595719,0,
2024-01-13 04:58:00,8.83,40.82,29.42,159.8073612,167.38,7.52,1.115957167,0,
2024-01-13 05:00:00,6.31,50.89,28.16,160.878443,182.30,7.55,1.115957137,0,
2024-01-13 05:02:00,6.34,50.77,28.17,161.0846453,182.35,7.57,1.115957147,0,
2024-01-13 05:04:00,6.37,50.65,28.19,161.0919927,182.19,7.60,1.11595718,0,
2024-01-13 05:06:00,6.40,50.53,28.20,161.1175094,182.05,7.63,1.115957187,0,
2024-01-13 05:08:00,6.43,50.41,28.22,161.1459764,181.91,7.65,1.115957156,0,
2024-01-13 05:10:00,6.46,50.29,28.23,161.1451166,181.75,7.68,1.115957135,0,
2024-01-13 05:12:00,6.49,50.17,28.25,161.1433592,181.58,7.71,1.115957157,0,
2024-01-13 05:14:00,6.52,50.05,28.26,161.1664257,181.44,7.74,1.115957187,0,
2024-01-13 05:16:00,6.55,49.93,28.28,161.22488,181.33,7.78,1.11595718,0,
2024-01-13 05:18:00,6.58,49.81,28.29,161.3132184,181.25,7.81,1.115957146,0,
2024-01-13 05:20:00,6.61,49.69,28.31,161.3962987,181.17,7.87,1.115957138,0,
2024-01-13 05:22:00,6.64,49.57,28.32,161.4543511,181.06,7.90,1.115957167,0,
2024-01-13 05:24:00,6.67,49.45,28.34,161.4797184,180.93,7.75,1.115957189,0,
2024-01-13 05:26:00,6.70,49.33,28.35,161.4522185,180.73,7.65,1.11595717,0,
2024-01-13 05:28:00,6.73,49.21,28.37,161.4288373,180.54,7.58,1.11595714,0,
2024-01-13 05:30:00,6.76,49.09,28.38,161.4161322,180.37,7.53,1.115957145,0,
2024-01-13 05:32:00,6.79,48.97,28.40,161.4369391,180.22,7.48,1.115957177,0,
2024-01-13 05:34:00,6.82,48.85,28.41,161.4753164,180.10,7.45,1.115957187,0,
2024-01-13 05:36:00,6.85,48.73,28.43,161.5067634,179.96,7.42,1.115957159,0,
2024-01-13 05:38:00,6.88,48.61,28.44,161.5049587,179.80,7.41,1.115957137,0,
2024-01-13 05:40:00,6.91,48.49,28.46,161.4832499,179.61,7.40,1.115957154,0,
2024-01-13 05:42:00,6.94,48.37,28.47,161.50688,179.47,7.40,1.115957184,0,
2024-01-13 05:44:00,6.97,48.25,28.49,161.5446077,179.34,7.39,1.115957181,0,
2024-01-13 05:46:00,7.00,48.13,28.50,161.5927163,179.22,7.39,1.11595715,0,
2024-01-13 05:48:00,7.03,48.01,28.52,161.6387484,179.10,7.37,1.115957138,0,
2024-01-13 05:50:00,7.06,47.89,28.53,161.6769162,178.98,7.38,1.115957164,0,
2024-01-13 05:52:00,7.09,47.77,28.55,161.6918006,178.83,7.39,1.115957188,0,
2024-01-13 05:54:00,7.12,47.65,28.56,161.6793048,178.65,7.39,1.115957173,0,
2024-01-13 05:56:00,7.15,47.53,28.58,161.6716979,178.48,7.45,1.115957142,0,
2024-01-13 05:58:00,7.18,47.41,28.59,161.1336201,177.77,7.47,1.115957143,0,
2024-01-13 06:00:00,7.62,45.68,28.81,160.7759513,175.03,7.49,1.115957174,0,
2024-01-13 06:02:00,7.66,45.52,28.83,160.6990531,174.73,7.51,1.115957187,0,
2024-01-13 06:04:00,7.70,45.36,28.85,160.6754418,174.49,7.50,1.115957163,0,
2024-01-13 06:06:00,7.74,45.20,28.87,160.651526,174.25,7.51,1.115957138,0,
2024-01-13 06:08:00,7.78,45.04,28.89,160.6411581,174.02,7.53,1.115957151,0,
2024-01-13 06:10:00,7.82,44.88,28.91,160.690375,173.85,7.55,1.115957181,0,
2024-01-13 06:12:00,7.86,44.72,28.93,160.7427691,173.68,7.57,1.115957183,0,
2024-01-13 06:14:00,7.90,44.56,28.95,160.7715882,173.49,7.60,1.115957153,0,
2024-01-13 06:16:00,7.94,44.40,28.97,160.7798657,173.27,7.63,1.115957138,0,
2024-01-13 06:18:00,7.98,44.24,28.99,160.7940272,173.07,7.67,1.115957161,0,
2024-01-13 06:20:00,8.02,44.08,29.01,160.8209865,172.88,7.70,1.115957186,0,
2024-01-13 06:22:00,8.06,43.92,29.03,160.868821,172.70,7.73,1.115957175,0,
2024-01-13 06:24:00,8.10,43.76,29.05,160.7454126,172.36,7.74,1.115957145,0,
2024-01-13 06:26:00,8.14,43.60,29.07,160.1644705,171.56,7.74,1.115957142,0,
2024-01-13 06:28:00,8.18,43.44,29.09,159.9540889,171.13,7.70,1.11595717,0,
2024-01-13 06:30:00,8.22,43.28,29.11,159.8813681,170.84,7.52,1.115957187,0,
2024-01-13 06:32:00,8.26,43.12,29.13,159.9932474,170.73,7.38,1.115957166,0,
2024-01-13 06:34:00,8.30,42.96,29.15,160.0075075,170.52,7.34,1.11595714,0,
2024-01-13 06:36:00,8.34,42.80,29.17,160.0058476,170.30,7.34,1.115957149,0,
2024-01-13 06:38:00,8.38,42.64,29.19,160.0365671,170.11,7.34,1.115957178,0,
2024-01-13 06:40:00,8.42,42.48,29.21,160.0668601,169.92,7.35,1.115957184,0,
2024-01-13 06:42:00,8.46,42.32,29.23,160.0685393,169.70,7.37,1.115957156,0,
2024-01-13 06:44:00,8.50,42.16,29.25,160.0460104,169.46,7.38,1.115957139,0,
2024-01-13 06:46:00,8.54,42.00,29.27,160.0334402,169.23,7.39,1.115957158,0,
2024-01-13 06:48:00,8.58,41.84,29.29,160.0469099,169.02,7.41,1.115957184,0,
2024-01-13 06:50:00,8.62,41.68,29.31,160.0583586,168.81,7.43,1.115957177,0,
2024-01-13 06:52:00,8.66,41.52,29.33,160.0806781,168.62,7.45,1.115957148,0,
2024-01-13 06:54:00,8.70,41.36,29.35,160.1016853,168.42,7.47,1.115957141,0,
2024-01-13 06:56:00,8.74,41.20,29.37,160.1051438,168.20,7.48,1.115957167,0,
2024-01-13 06:58:00,8.78,41.04,29.39,160.0669389,167.94,7.50,1.115957186,0,
2024-01-13 07:00:00,8.82,40.88,29.41,159.9820244,167.64,7.52,1.115957169,0,
2024-01-13 07:02:00,8.86,40.72,29.43,159.9146516,167.35,7.58,1.115957142,0,
2024-01-13 07:04:00,8.90,40.56,29.45,159.8837026,167.10,7.57,1.115957147,0,
2024-01-13 07:06:00,8.94,40.40,29.47,159.8770661,166.87,7.58,1.115957175,0,
2024-01-13 07:08:00,8.98,40.24,29.49,159.8773232,166.65,7.54,1.115957184,0,
2024-01-13 07:10:00,9.02,40.08,29.51,159.8666733,166.42,7.49,1.11595716,0,
2024-01-13 07:12:00,9.06,39.92,29.53,159.8398701,166.17,7.47,1.11595714,0,
2024-01-13 07:14:00,9.10,39.76,29.55,159.8341131,165.95,7.48,1.115957155,0,
2024-01-13 07:16:00,9.14,39.60,29.57,159.8563252,165.75,7.50,1.115957182,0,
2024-01-13 07:18:00,9.18,39.44,29.59,159.8637326,165.54,7.53,1.115957179,0,
2024-01-13 07:20:00,9.22,39.28,29.61,159.8728654,165.33,7.57,1.115957151,0,
2024-01-13 07:22:00,9.26,39.12,29.63,159.882399,165.12,7.60,1.115957141,0,
2024-01-13 07:24:00,9.30,38.96,29.65,159.8824089,164.90,7.64,1.115957164,0,
2024-01-13 07:26:00,9.34,38.80,29.67,159.8591496,164.65,7.66,1.115957185,0,
2024-01-13 07:28:00,9.38,38.64,29.69,159.8252352,164.40,7.63,1.115957171,0,
2024-01-13 07:30:00,9.42,38.48,29.71,159.6283319,163.98,7.64,1.115957145,0,
2024-01-13 07:32:00,9.46,38.32,29.73,159.4966302,163.63,7.51,1.115957145,0,
2024-01-13 07:34:00,9.50,38.16,29.75,159.4429095,163.36,7.43,1.115957172,0,
2024-01-13 07:36:00,9.54,38.00,29.77,159.4163497,163.11,7.45,1.115957184,0,
2024-01-13 07:38:00,9.58,37.84,29.79,159.396185,162.87,7.46,1.115957163,0,
2024-01-13 07:40:00,9.62,37.68,29.81,159.3886914,162.64,7.49,1.115957141,0,
2024-01-13 07:42:00,9.66,37.52,29.83,159.4211735,162.46,7.52,1.115957153,0,
2024-01-13 07:44:00,9.70,37.36,29.85,159.3919864,162.21,7.54,1.115957179,0,
2024-01-13 07:46:00,9.74,37.20,29.87,159.3887894,161.98,7.56,1.11595718,0,
2024-01-13 07:48:00,9.78,37.04,29.89,159.3879246,161.76,7.58,1.115957154,0,
2024-01-13 07:50:00,9.82,36.88,29.91,159.3863603,161.54,7.59,1.115957141,0,
2024-01-13 07:52:00,9.86,36.72,29.93,159.5648138,161.50,7.61,1.115957161,0,
2024-01-13 07:54:00,9.90,36.56,29.95,159.6367223,161.35,7.65,1.115957183,0,
2024-01-13 07:56:00,9.94,36.40,29.97,159.6239528,161.12,7.68,1.115957173,0,
2024-01-13 07:58:00,9.98,36.24,29.99,159.4440811,160.72,7.72,1.115957147,0,
2024-01-13 08:00:00,10.02,36.08,30.01,159.352717,160.41,7.74,1.115957144,0,
2024-01-13 08:02:00,10.06,35.92,30.03,159.3075896,160.14,7.76,1.11595717,0,
2024-01-13 08:04:00,10.10,35.76,30.05,159.2926313,159.91,7.79,1.115957184,0,
2024-01-13 08:06:00,10.14,35.60,30.07,159.2628756,159.66,7.79,1.115957165,0,
2024-01-13 08:08:00,10.18,35.44,30.09,159.2506761,159.43,7.79,1.115957143,0,
2024-01-13 08:10:00,10.22,35.28,30.11,159.2708309,159.23,7.75,1.115957151,0,
2024-01-13 08:12:00,10.26,35.12,30.13,159.3059978,159.04,7.68,1.115957177,0,
2024-01-13 08:14:00,10.30,34.96,35.15,160.1626457,154.68,7.61,1.115957181,0,
2024-01-13 08:16:00,10.34,34.80,35.17,160.299949,154.59,7.57,1.115957157,0,
2024-01-13 08:18:00,10.38,34.64,35.19,160.3030992,154.38,7.56,1.115957142,0,
2024-01-13 08:20:00,10.42,34.48,35.21,160.2937221,154.15,7.56,1.115957158,0,
2024-01-13 08:22:00,10.46,34.32,35.23,160.285608,153.92,7.57,1.115957181,0,
2024-01-13 08:24:00,10.50,34.16,35.25,160.2702446,153.69,7.57,1.115957175,0,
2024-01-13 08:26:00,10.54,34.00,35.27,160.2711686,153.47,7.58,1.11595715,0,
2024-01-13 08:28:00,10.58,33.84,35.29,160.2746483,153.25,7.57,1.115957144,0,
2024-01-13 08:30:00,10.62,33.68,35.31,160.2588123,153.01,7.58,1.115957167,0,
2024-01-13 08:32:00,10.66,33.52,35.33,160.2106211,152.75,7.59,1.115957183,0,
2024-01-13 08:34:00,10.70,33.36,35.35,160.1626904,152.48,7.60,1.115957168,0,
2024-01-13 08:36:00,10.74,33.20,35.37,160.1400472,152.23,7.63,1.115957145,0,
2024-01-13 08:38:00,10.78,33.04,35.39,160.1365963,152.01,7.65,1.115957149,0,
2024-01-13 08:40:00,10.82,32.88,35.41,160.1384889,151.79,7.63,1.115957174,0,
2024-01-13 08:42:00,10.86,32.72,35.43,160.1390149,151.57,7.64,1.115957181,0,
2024-01-13 08:44:00,10.90,32.56,35.45,160.1306485,151.35,7.65,1.11595716,0,
2024-01-13 08:46:00,10.94,32.40,35.47,160.1199023,151.11,7.66,1.115957143,0,
2024-01-13 08:48:00,10.98,32.24,35.49,160.1254669,150.90,7.66,1.115957156,0,
2024-01-13 08:50:00,11.02,32.08,35.51,159.9523939,150.51,7.65,1.115957179,0,
2024-01-13 08:52:00,11.06,31.92,35.53,159.823112,150.16,7.64,1.115957177,0,
2024-01-13 08:54:00,11.10,31.76,35.55,159.7749642,149.89,7.62,1.115957152,0,
2024-01-13 08:56:00,11.14,31.60,35.57,159.7532322,149.65,7.63,1.115957144,0,
2024-01-13 08:58:00,11.18,31.44,35.59,159.9061339,149.58,7.65,1.115957164,0,
2024-01-13 09:00:00,11.22,31.28,35.61,159.9373226,149.39,7.67,1.115957182,0,
2024-01-13 09:02:00,11.26,31.12,35.63,159.8997412,149.13,7.69,1.11595717,0,
2024-01-13 09:04:00,11.30,30.96,35.65,159.8716691,148.89,7.70,1.115957147,0,
2024-01-13 09:06:00,11.34,30.80,35.67,159.8564176,148.65,7.71,1.115957148,0,
2024-01-13 09:08:00,11.38,30.64,35.69,159.8375341,148.41,7.70,1.115957171,0,
2024-01-13 09:10:00,11.42,30.48,35.71,159.8210899,148.18,7.66,1.115957181,0,
2024-01-13 09:12:00,11.46,30.32,35.73,159.8151729,147.95,7.59,1.115957162,0,
2024-01-13 09:14:00,11.50,30.16,35.75,159.8310159,147.75,7.56,1.115957144,0,
2024-01-13 09:16:00,11.54,30.00,35.77,159.8241816,147.52,7.53,1.115957154,0,
2024-01-13 09:18:00,11.58,29.84,35.79,159.6515045,147.13,7.51,1.115957177,0,
2024-01-13 09:20:00,11.62,29.68,35.81,159.5596682,146.81,7.51,1.115957178,0,
2024-01-13 09:22:00,11.66,29.52,35.83,159.517953,146.55,7.52,1.115957155,0,
2024-01-13 09:24:00,11.70,29.36,35.85,159.5398781,146.35,7.54,1.115957144,0,
2024-01-13 09:26:00,11.74,29.20,35.87,159.7158438,146.31,7.56,1.115957161,0,
2024-01-13 09:28:00,11.78,29.04,35.89,159.7583494,146.13,7.57,1.115957181,0,
2024-01-13 09:30:00,11.82,28.88,35.91,159.7286006,145.88,7.58,1.115957172,0,
2024-01-13 09:32:00,11.86,28.72,35.93,159.7074463,145.64,7.59,1.115957149,0,
2024-01-13 09:34:00,11.90,28.56,35.95,159.6899982,145.40,7.61,1.115957147,0,
2024-01-13 09:36:00,11.94,28.40,35.97,159.6637316,145.16,7.63,1.115957169,0,
2024-01-13 09:38:00,11.98,28.24,35.99,159.6317218,144.91,7.65,1.115957181,0,
2024-01-13 09:40:00,12.02,28.08,36.01,159.6177147,144.67,7.67,1.115957165,0,
2024-01-13 09:42:00,12.06,27.92,36.03,159.6200111,144.45,7.70,1.115957145,0,
2024-01-13 09:44:00,12.10,27.76,36.05,159.6360494,144.25,7.72,1.115957152,0,
2024-01-13 09:46:00,12.14,27.60,36.07,159.7898503,144.18,7.68,1.115957175,0,
2024-01-13 09:48:00,12.18,27.44,36.09,159.8383141,144.01,7.65,1.115957178,0,
2024-01-13 09:50:00,12.22,27.28,36.11,159.8305909,143.79,7.63,1.115957157,0,
2024-01-13 09:52:00,12.26,27.12,36.13,159.7902559,143.53,7.60,1.115957144,0,
2024-01-13 09:54:00,12.30,26.96,36.15,159.7491209,143.26,7.58,1.115957159,0,
2024-01-13 09:56:00,12.34,26.80,36.17,159.6260825,142.92,7.56,1.115957179,0,
2024-01-13 09:58:00,12.38,26.64,36.19,159.5318137,142.61,7.55,1.115957174,0,
2024-01-13 10:00:00,12.42,26.48,36.21,159.4936382,142.35,7.55,1.115957151,0,
2024-01-13 10:02:00,12.46,26.32,36.23,159.4675005,142.10,7.56,1.115957146,0,
2024-01-13 10:04:00,12.50,26.16,36.25,159.4296918,141.84,7.57,1.115957166,0,
2024-01-13 10:06:00,12.54,26.00,36.27,159.3924296,141.59,7.58,1.11595718,0,
2024-01-13 10:08:00,12.58,25.84,36.29,159.3816219,141.36,7.58,1.115957167,0,
2024-01-13 10:10:00,12.62,25.68,36.31,159.3788337,141.13,7.58,1.115957147,0,
2024-01-13 10:12:00,12.66,25.52,36.33,159.3763612,140.91,7.55,1.115957151,0,
2024-01-13 10:14:00,12.70,25.36,36.35,159.3700106,140.68,7.53,1.115957173,0,
2024-01-13 10:16:00,12.74,25.20,36.37,159.3596143,140.45,7.54,1.115957179,0,
2024-01-13 10:18:00,12.78,25.04,36.39,159.3425213,140.22,7.56,1.11595716,0,
2024-01-13 10:20:00,12.82,24.88,36.41,159.3241706,139.98,7.57,1.115957145,0,
2024-01-13 10:22:00,12.86,24.72,36.43,159.2209469,139.66,7.59,1.115957157,0,
2024-01-13 10:24:00,12.90,24.56,36.45,158.9570757,139.17,7.59,1.115957177,0,
2024-01-13 10:26:00,12.94,24.40,36.47,158.7847773,138.78,7.59,1.115957175,0,
2024-01-13 10:28:00,12.98,24.24,36.49,158.7064092,138.48,7.59,1.115957153,0,
2024-01-13 10:30:00,13.02,24.08,36.51,158.7135153,138.27,7.62,1.115957146,0,
2024-01-13 10:32:00,13.06,23.92,36.53,158.7003729,138.04,7.64,1.115957164,0,
2024-01-13 10:34:00,13.10,23.76,36.55,158.6786613,137.79,7.68,1.11595718,0,
2024-01-13 10:36:00,13.14,23.60,36.57,158.6621556,137.56,7.71,1.115957169,0,
